,ID,Name,Rating,Delivery,Price Tier,Tips,Location,Price,Reservations,Credit Cards,Outdoor Seating,Wi-Fi,Breakfast,Brunch,Lunch,Dinner,Dessert,BYO,Full Bar,Cocktails,Happy Hour,Beer,No,Street Parking,Restroom,Jukebox,Take-out,Public Lot,Wheelchair Accessible,Tasting Menu,ATM,TVs,Private Room,Live Music,Wine,Music,Coat Check,Parking,Bar Snacks,Bar Service,Private Lot
92,4b16ab3af964a520bdbb23e3,Leandro's Pizza House,8.2,False,1.0,"['Best pizza in Upper Darby!', 'Try the  buffalo chicken pizza.']","['19082', 39.95999872249174, -75.25864860095555]",$,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4bf51aa6706e20a13405aa98,A&A Steaks,7.3,False,1.0,"['Best breakfast try a supreme or grand slam', 'Chill Will was here....']","['19151', 39.97211729723788, -75.24510570119138]",$,,,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4c4effd2db2c20a1bc865375,Vincent's Pizza,7.6,True,1.0,"['Best pizza in Overbrook park!', 'You name it its good been eating their food for thirty plus years☺😀😁']","['19151', 39.97491909622357, -75.24920782491786]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4a58a552f964a520a1b71fe3,Satellite Cafe,7.6,False,1.0,"['Three words: bike shop special.', 'Bagel with lox and cream cheese and the green smoothies']","['19143', 39.94783793467308, -75.22271117503848]",$,No,No,Yes,Yes,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4a660420f964a520dcc71fe3,Gold Standard Cafe,7.6,False,2.0,"['The staff here jokes with one another making a really laid back atmosphere. :) Smile back! Free Wi-Fi means there are plenty of people working. Wifi password is at there counter: mabel999', 'Parmesian chicken wings. Pecan pie. Chocolate peanut butter pie when they have it.']","['19143', 39.948346652206915, -75.21951524999217]",$$,Yes,Yes (incl. American Express),Yes,Yes,Breakfast,Brunch,Lunch,,Dessert,,,,,,,,,,,,,,,,,,,,,,,,
97,4ca3f2a4d5a2a1439d084e90,Bottom Of The Sea,6.9,False,3.0,"['#Great #Seafood', 'What is this place?']","['19143', 39.953742999999996, -75.225974]",$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4cd4b6b676ab721e9dfe686a,Hyons 56th & Spruce St,6.5,False,3.0,"['Hyons seafood platters are one of the best you can get in west philly', 'Chicken wing platter']","['19139', 39.955639260977534, -75.2339562741029]",$$$,No,,No,,Breakfast,,,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
99,4c3f60fcce54e21ee4f7071a,Philly Pretzel Factory,7.1,False,1.0,"['Great pretzels.', 'Pretzels are not bad at all I go there sometime']","['19082', 39.96224668082394, -75.25921030451403]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,51b9d97a498ec7b5644ba5ea,Philly Pretzel Factory,7.0,True,1.0,,"['19082', 39.9601618964195, -75.25860185147694]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,53590588498e9d33d5bf8a26,Subway,6.6,False,1.0,,"['19143', 39.945347, -75.238422]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4cb716be86e09eb0f9ac62e2,Dunkin',6.2,False,1.0,"['Great place but make sure you get your proper change especially from large bills.', 'Drive thru only at 6:30 on a Saturday. OK.']","['19151', 39.96952036219449, -75.24573189466315]",$,,Yes (incl. American Express),No,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4e5ebaeb62e1624313daec52,Little Caesars Pizza,6.1,False,1.0,"['You can take a prank call right', ""Their slogan is hot and ready...I'm going to disagree with the ready part....""]","['19139', 39.95714314001769, -75.22611886945822]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4c2e155ae116e21ee0a48f60,Dunkin',6.6,True,1.0,['Dunkin Donuts has some great donuts and I enjoy them went I get a change to buy them'],"['19082', 39.95792007334858, -75.25839410291894]",$,,Yes (incl. American Express),No,No,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4d41f0e2aed776eb67b66997,Domino's Pizza,6.5,False,1.0,['Pizza here is usually pretty good.  Just make sure to check to see if your order is correct before you leave.'],"['19082', 39.95669273907473, -75.25746211409574]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4f4fc46ee4b0390eba8b5013,SUBWAY,6.5,False,1.0,"['Not the best subway I have been to... Drink machine was completely out of service. Food quality and freshness was so-so.', 'Lunch time is great here']","['19082', 39.9584768369186, -75.25825584275704]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,563691aa498ededd47c5a938,Dunkin',6.4,False,1.0,['Big and toasted and vanilla cream donuts'],"['19143', 39.9461249771438, -75.24312333661852]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4d2636df8fd5a143023adc1a,Train Station Pizza,,True,1.0,,"['19139', 39.960743, -75.23277900000001]",$,,Yes (incl. Visa & MasterCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,4ff4c1cfe4b0734a79a330ad,Pete's Pizza,5.6,True,1.0,"[""Be patient. They're super slow"", 'The food is great but the customer service is even better. Please keep it going.  #SupportLocalBusiness']","['19139', 39.958773, -75.241209]",$,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,4e740908d22d80eb329405dd,Hong Kong Chinese,,False,1.0,['Meh😕......'],"['19139', 39.963747999999995, -75.241228]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,4df3891052b100c2d7fae1b6,M&G Deli,,True,1.0,"['Western Omelette w/ cheese grits and a side of turkey bacon. Green Tea Ginger Ale #Breakfast of Champions', 'ALWAYS tip the black dude,he deserves it #really cool dude']","['19139', 39.96025534723131, -75.24107372129035]",$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,4bd46d9fcfa7b713170124da,Popeyes Louisiana Kitchen,6.1,True,1.0,"[""It's been years since I eat here..  The spicy chicken was better good. No complaints from me,  I won't be back to often..  Healthy Eating!  ;-)"", 'Popcorn Shrimp on deck....']","['19131', 39.98018428690847, -75.23500309701235]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4b7c2a80f964a5209a812fe3,McDonald's,6.1,True,1.0,"['This McDonald is not the best place to be!', 'The gm Andre has this place turned around ! Very nice']","['19082', 39.95737326966476, -75.25764986872673]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,4ca7430014c337040b96c73b,Ace's Diner,6.0,False,1.0,"[""Try the toast. It's homemade"", 'Chill was here...']","['19131', 39.980307622487324, -75.23362594334614]",$,No,No,No,,Breakfast,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
115,4f04f55061af9d3db85ba580,Rodriguez Grocery,,False,1.0,,"['19131', 39.96959461814268, -75.2340018544075]",$,,Yes (incl. American Express & MasterCard),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4e1b37692271644b9af9ac5a,Perez Corner Store,,False,1.0,['They cheese steaks be hittin for something crazy.'],"['19151', 39.972861, -75.239879]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4dc349c645dd2645523ac7c8,Happy Star,,True,1.0,,"['19131', 39.971635, -75.226158]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5e2cc6b64d798400081f4704,Vegan-ish,,True,2.0,,"['19131', 39.97183975729959, -75.22620393180394]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,4def9dfec65bf3f03e9a927a,LR Food Market,,False,1.0,,"['19131', 39.971618, -75.225592]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4d8a1f1726a36ea8d7daedad,Moo Jin Jang,,True,2.0,,"['19082', 39.96283130420638, -75.25188507470128]",$$,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,4ef4d930b8f77e0f98572bfa,Lopez Grocery,,False,1.0,,"['19143', 39.9510234512975, -75.24312311013543]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,50fb0ed9e4b0d36ca4f28577,Inez too,,False,2.0,,"['19143', 39.952333, -75.247304]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,56c5fdabcd109f203c0190ac,El Sazon de Doña Eva,,True,2.0,,"['19082', 39.962402, -75.254102]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,4f0e333de4b0d2af72b15d1c,imperial dragon,,False,1.0,['Make sure he hears your order clear....smh'],"['19151', 39.975746154785156, -75.24337005615234]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,4c84ff7f77be76b0ca5fb376,8 Brothers Food Market (Jose Ramos Deli),,False,1.0,['I love this store very friendly workers just like family'],"['19143', 39.9478874206543, -75.23221588134766]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,4c4cc56b50710f476bb09d32,Dwights Southern Bar-B-Que II,8.2,False,2.0,"['The bbq chicken wings and beef ribs are delicious', 'I love southern food']","['19140', 40.01052811133274, -75.15099247485001]",$$,No,Yes (incl. Discover & Visa),No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,53d1a7c8498e774548918681,Paprika Restaurant,7.2,False,,"['Stuffed salmon, rice and broccoli with shrimp', 'Stuffed salmon is delicious!']","['19140', 40.017806, -75.15479]",,,Yes (incl. American Express & Discover),,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
128,4e4e668dbd4101d0d7a956ae,"Bizini's Famous Seafood, Steaks and Hoagies",7.9,False,2.0,"['Try the salmon fried rice!!', 'Thursday they have half price shrimp dozen for $12.99 they good']","['19141', 40.031273999999996, -75.152725]",$$,No,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,524852bc11d27a6e6826771a,Vernie's Soul Food,7.5,False,1.0,"['The turkey wings are great', 'Great food long wait hot and small inside make sure to order first']","[nan, nan, nan]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,5482018d498e1221990c1ede,Sister Muhammad's Kitchen,7.0,False,2.0,"['This was my first lamb cheese steak sandwich and I loved it,  And the Akbar juice is to kill for.']","['19140', 40.022363, -75.158486]",$$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,534eea5b498e3b48057ecf95,Little Caesars Pizza,6.8,False,1.0,,"['19140', 40.019515076296535, -75.14931354619581]",$,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4b6f46b6f964a520b6e82ce3,Domino's Pizza,6.6,False,1.0,['Yummy best pizza (any topping) & cheezy bread. Try them!'],"['19140', 40.01769483089447, -75.14896273612976]",$,,Yes (incl. American Express & MasterCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,4c77d468947ca1cd1e874837,Popeyes Louisiana Kitchen,6.5,True,1.0,['Try Red Lobsters Buscuits They The Best Hands Down'],"['19140', 40.01781823084835, -75.14873796139969]",$,,Yes,No,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
134,4d9dedfe5c33a35d2aff0ca1,KFC,6.4,True,1.0,['kfc  is really good'],"['19140', 40.01226070276942, -75.13550034292751]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4e245960aeb70263954b867d,KFC,5.9,False,1.0,['closed-KFC & TACO BELL'],"['19140', 40.01426053674103, -75.15783866811546]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,58e2c6cee9dad147e99e3b39,Taco Bell,6.2,True,1.0,,"['19140', 40.020775, -75.148705]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4c025b21310fc9b6e651c461,Dunkin',5.8,True,1.0,"['I git a free coffee', 'I got a free coffee']","['19140', 40.0094796, -75.1507752]",$,,Yes,No,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,4cb716a786e09eb0c0ac62e2,Dunkin',6.3,True,1.0,"[""This place is sloooooow!!! But it's on my way to work...so I have to give myself extra time! That's a stretch for me lol""]","['19140', 40.0124637, -75.1355537]",$,,Yes,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,4c42e939af052d7fab9e7f79,Burger King,6.5,False,1.0,['Make sure they have all items on the menu in stock.'],"['19140', 40.00707890788704, -75.12807101011282]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,4cb23ce9eb65b1f74b127bcd,The Crab Shack,6.3,False,3.0,"['Love this place', 'I love the crab legs']","['19141', 40.02690285713435, -75.1507804120515]",$$$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4d220a6d5acaa35d960ad535,Taco Bell,5.6,False,1.0,['Taco salads burritos tacos mi gusta'],"['19140', 40.0142936706543, -75.15795135498047]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,4af75a30f964a520ab0822e3,Taco Bell,6.0,False,1.0,,"['19140', 40.012276, -75.13573067]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4cb529d8b315a09356e39276,Taco Bell,5.9,False,1.0,"['Check ur order if u go to drive. Thru', 'They fucking up orders....']","['19132', 39.999708159694784, -75.1537597344543]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,58b76437c30f797a72bb82ea,Khan's Gyro,,False,2.0,['Try the falafel platter'],"['19140', 40.016277, -75.14952]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4d220ee3b69c6dcb3de07e95,Martinez Grocery,,False,1.0,,"[nan, nan, nan]",$,,Yes,No,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
146,4ae1cdaaf964a5208a8721e3,Mediterranean Lunch Truck,,True,2.0,,"['19140', 40.004239645523256, -75.1521666797237]",$$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,4e1f581c18a813a4dac9335c,New Station,,False,1.0,,"['19140', 40.01025820197401, -75.16609527109597]",$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4cb716bb86e09eb0f1ac62e2,Dunkin',6.7,True,1.0,"[""I love sausage biscuits and I'm not pleased with there's. To me the meat don't taste fresh. I love the coffee."", 'Frozen Hot Chocolate is Good!!!! At least til u get to the bottom then its a mix of milk and water. (not so great)']","['19141', 40.02467341806476, -75.14756280566081]",$,,Yes,No,,Breakfast,Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,4c14384fa1010f47e4264c18,Papa John's Pizza,6.1,True,1.0,"[""Don't order online, they never provided a pick up time,  emailed or called me."", ""Love's Papa Johns Garlic dipping sauce""]","['19141', 40.044929135709104, -75.14390345039726]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,4c6f8434d274b60cf5f8d60d,Checkers,5.8,False,1.0,"[""Check ya receipt cuz they don't know how to ring up here..idiots!!!!!"", 'Service is very slow']","['19141', 40.04423232477033, -75.14315423341037]",$,,Yes (incl. Discover & Visa),Yes,,,,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
151,4c9d2fbbd3c2b60c5dd9bebc,Kims Seafood,5.7,True,1.0,"['Very good catfish sandwiches', ""Be ready to wait at least 25 minutes for you food. It's worth every minute.""]","['19141', 40.029581, -75.14643199999999]",$,No,Yes (incl. American Express),No,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
152,4c5b49ca857ca5936d1dc7cb,McDonald's,5.5,False,1.0,"['Big Mac 2.99 Two small fries 2.00. Total charge. 5.68 either my math is off or thats  a twelve percent sales tax.  Oh never again.', 'Very friendly on Sunday morning.']","['19141', 40.03889007293814, -75.14459184336953]",$,,Yes (incl. Discover & MasterCard),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4ce41d07bddcb1f77d4c8089,Olney Chinese Food Express,,False,1.0,"['Good food fast, hot and reasonably priced!', 'Have good food.']","['19141', 40.038490295410156, -75.1443099975586]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4e6bf85b18381712d9ab6b67,Lucky Star Chinese & American Food,,False,1.0,,"[nan, nan, nan]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4db833ac43a1a75c1f6d6936,Henrys Truck,,False,1.0,"['Husband and wife - good food and friendly.', 'Best place for cheesesteaks']","['19141', 40.037846556055584, -75.14256957051731]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,4dfede6ed4c00c69c14acc20,United Chicken,,False,1.0,,"['19141', 40.039039611816406, -75.14390563964844]",$,,Yes (incl. American Express),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,4c7ffc73e602b1f7ed97857a,Sorrento,,True,1.0,['Fast delivery!'],"['19141', 40.03895062369653, -75.14957577441416]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,4e4c7237bd413c4cc6697317,Prince Pizza,,False,1.0,,"['19141', 40.04083251953125, -75.14380645751953]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4c937c8158d4b60c33881f29,Breakfast Time,,False,2.0,"['Good times', 'First time having a sit down meal. Nice, good, quiet.']","['19141', 40.041036321680956, -75.14463486531298]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4c7fad722042b1f76684c3ad,Treetops,,False,,,"['19141', 40.03374165452564, -75.15414993676586]",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,4c582f9c6201e21e44910a70,Oteri's Italian Bakery,8.6,True,1.0,"['I love there cakes and the Canollis are amazing. Just got my grandson 1st birthday cake from there and it was so delicious! Thanks Oteris', ""I love this place!! I've been going here for YEARS and never had a problem. Delicious fresh pastries and cakes. Customer service is always on point! Thank you Oteris!!!!!!!""]","['19142', 39.927135, -75.232516]",$,,Yes,,,,,,,,,,,,,,Street,,,,,Yes,,,,,,,,,,,,
162,5b704a14396de0002ca77ecb,Rhythm & Brunch Cafe,7.8,True,1.0,"['Everything is delicious!', 'Omelette and grits delicious']","['19142', 39.921927, -75.230865]",$,,,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,4f32519f19836c91c7cbfe33,Le-Mandinque African Restaurant,7.2,False,2.0,"['Lamb and rice. THE BEST!', 'Lamb and rice']","['19142', 39.924033, -75.236141]",$$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,4e0909b3b0fbba5eee253e61,Kim's Food Market,7.7,False,,"['Call and order or u will be waiting', 'Get a chicken breast hoagie']","['19143', 39.935744, -75.223065]",$$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4be051684f15c928b6c0ca0b,Popeyes Louisiana Kitchen,7.9,True,1.0,"['Chicken  tenders and shrimp', 'Carmella just because you hate white people dose not give you the right to be a bitch!']","['19153', 39.90229062176822, -75.24199952462006]",$,,Yes,No,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
166,4ca35d4cf832a1cd56e19ce5,Doc's Deli,8.3,False,1.0,"['they make great sandwiches', 'LOVE LOVE LOVE their hoagies']","['19050', 39.94222867806939, -75.26558006500171]",$,,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,4cb716bc86e09eb0f3ac62e2,Dunkin',7.0,False,1.0,"['Who knew Southwest Philly had awesome iced coffee?', 'You might get hit on by the staff but @ least they get your order correct in most cases.']","['19142', 39.928902810077275, -75.22930511720577]",$,,Yes (incl. MasterCard & American Express),No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,4c144e4d77cea5935d82d060,Popeyes Louisiana Kitchen,7.4,True,1.0,"['Always good deals and the chicken is hot.', 'Best Gravy in the Franchise business']","['19143', 39.93827609346781, -75.21562082742845]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,4c8c25188018a1cdef24ead2,Little Delicious,7.6,False,2.0,"['Trevor makes a slammin natural drink. Or smoothie. .. I have yet to be let down by this place.', 'Them oxtails doe mmmmm lol']","['19143', 39.941568897958184, -75.21209303624148]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,5a70dbf260d11b2a4c1be34e,Saladworks,7.2,True,1.0,"['Pick 2 combo', 'Salads make a great meal and Saladworks makes great salads.']","['19153', 39.902638, -75.240401]",$,,Yes (incl. Diners Club & American Express),,Yes,Breakfast,Brunch,Lunch,Dinner,,,,,,,,,Yes,,,Public Lot,Yes,,,,,,,,,,,,
171,5c1d9d9e033693002c29fad6,Wingstop,7.2,False,1.0,['My go to at Wingstop is always the Hickory Smoked BBQ (all drums|no flats) with Ranch Dressing.'],"['19153', 39.902523, -75.24221]",$,,Yes (incl. Discover & Visa),,,,,Lunch,Dinner,,,,,,,,,Yes,,,Public Lot,,,,Yes,,,,,,,,,
172,4cdc827399026dcbc5b71381,Falone's Steaks & Hoagies,6.7,True,1.0,"['BEST CHEESESTEAKS IN PHILADELPHIA!', 'Food is  very good try it']","['19142', 39.91361251965537, -75.24281933380713]",$,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,4f821e33e4b0ac16a3584c4a,Joe's Crab House,7.2,False,3.0,,"['19050', 39.94074746582047, -75.25963293794075]",$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,4f3271b219836c91c7d86956,Little Caesars Pizza,6.7,False,1.0,"['They forget stuff in your order double check you got all your stuff before you leave', ""Love it here but I've seen cockroaches 4 times at this location""]","['19153', 39.91293746589665, -75.24278101599528]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,4e403e411495bf24a5fe6713,Cameron's Seafood,6.6,False,3.0,"['Best crabs', 'Their food is the truth']","[nan, nan, nan]",$$$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,4c49ef86a3ace21ecb80473c,SUBWAY,6.9,False,1.0,['Customer Apperication Day. Buy one Get one Free'],"['19153', 39.90229401389584, -75.24195487295447]",$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,4b5472a6f964a520a0bb27e3,Empire Diner,7.1,True,2.0,"['Surprisingly perfect food. Florentine omelette with bacon. The home fries were mad greasy but still awesome. Coming back!', 'Yo da breakfast b POPPIN ... Order n e thing else at ur risk!']","['19050', 39.93939868665677, -75.2650354732056]",$$,No,Yes (incl. American Express),No,Yes,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
178,4c7e69cf8da18cfa0a25a2ce,Four Worlds Bakery,7.1,False,1.0,"['Almond croissant 👌🏽', 'Chocolate croissants and almond croissants never disappoint. Good bagels too.']","['19143', 39.943516600806646, -75.21075221885218]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,4c0b02b9009a0f471983eabf,Dunkin',6.6,True,1.0,"['The Chicken fingers are the best', 'I love dunkin donuts doubts is very good nice pepole']","['19153', 39.914675905592944, -75.22061810208089]",$,,Yes,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,4c1cea3863750f474346b767,Samiches,6.7,False,1.0,"['Always get Shrimp added to your Salmon wrap or Salmon burger!!!', 'Salmon fried rice with extra cranberries & a strawberry lemonade']","['19143', 39.936282, -75.219499]",$,,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,4c145a357f7f2d7fe4dae068,Keya Graves,6.7,False,3.0,"['Brunch for $9.95 on Sunday 10-4. Made to order omelets, waffles, steam shrimp, fried chicken, fried fish, grits, grilled chicken, cabbage, home fries and more. Worth a visit!', 'Try the breakfast buffet']","['19023', 39.91866342569297, -75.26216957572757]",$$$,Yes,Yes (incl. MasterCard),,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,Yes,,,,,,,,
182,4bcefbee29d4b7133254a9dc,McDonald's,6.8,True,1.0,"[""Why can't the lazy locals figure out the drive through? Instead they just cut into line because they don't want to drive around to get into the back of line."", 'Ghetto fabulous place']","['19153', 39.90315839531166, -75.23920834064484]",$,,Yes,No,,Breakfast,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
183,4e5a914918388cd5cbb27dae,Woodland Village,6.1,False,1.0,"['Food is good but the customer service is not', 'My Dude swears by this place']","['19142', 39.92730937412112, -75.23185662338902]",$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,4c157d9da5eb76b06c7dc3b7,Burger King,6.6,True,1.0,"[""I haven't been here since 1993 and it's still slow as s••• in here. It must be the same person running this joint. SAD"", 'The burgers are thin and skimpy now and not worth the price. I should have gone across the street to McDonald']","['19153', 39.903283908945646, -75.24064600467682]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4cb716b486e09eb0e0ac62e2,Dunkin',5.8,True,1.0,"['I got my free coffee!', 'Try a Sausage, Egg, and Cheese on a plain bagel or any of there AMAZING breakfast sandwiches']","['19142', 39.92359434193278, -75.24526929141905]",$,,Yes,No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,4bfec0fa4e5d0f478f1a7d1f,Wendy’s,6.4,True,1.0,"['Awful food.', ""Wendy's, bk, Mickey d's and taco bell all on same corner :)""]","['19153', 39.90262400000001, -75.24041961226845]",$,,Yes,No,,,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4c56eb1b12f0d13a40df05ad,Church's Chicken,5.9,False,1.0,"['I told the staff here I was taking food home to my fiancé and they gave me extra food.', ""Love getting my lunch from church's chicken the fried chicken is the bests""]","['19143', 39.931276792531506, -75.22603649948663]",$,,Yes (incl. Discover & American Express),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,4e2f486bd4c058fdbef27ee5,Pizza Paradise,6.2,True,1.0,"[""They have beef peperoni which is great since I don't eat pork!"", 'Great pizzas']","['19050', 39.940374, -75.260773]",$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,4d840fe75ad3a0936e95c8fd,Mr Wings,6.1,False,2.0,"['Wings only', 'Easy and convenient online ordering! My go to items are the buffalo wings, fresh cut fried potatoes and charcoal broiled chicken.']","['19050', 39.941227000000005, -75.257324]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,4e564600b0fbb294aaa5b3c0,Daylight Donuts,,False,1.0,,"[nan, nan, nan]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,4ca3a21df832a1cd223e9fe5,Nick's Pizza,,False,1.0,,"['19142', 39.91837368208301, -75.23535216381757]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,4c782f9f93ef236ab568ab0f,Gourmet Seafood,,True,3.0,,"['19142', 39.917219281196594, -75.23667097091675]",$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,4e1c3a8762e11cdc74400d20,Donut World,,False,1.0,,"['19142', 39.928435, -75.230671]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,4e0e44128877936cb4040676,Four Seasons Market,,False,1.0,['Best turkey chops'],"['19142', 39.928192974814706, -75.22934120269575]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
