,ID,Name,Rating,Delivery,Price Tier,Tips,Location,Price,Credit Cards,Outdoor Seating,Wi-Fi,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,Reservations,Brunch,Beer,Breakfast,Bar Service,Restroom,TVs,ATM,Private Room,Dessert,Music,Live Music,BYO,Street Parking,Public Lot,Wheelchair Accessible,Bar Snacks,Tasting Menu,Take-out,Private Lot,Coat Check,No,Parking,Jukebox
69,59f7b84fdd70c521eca6ed54,The Love.,9.1,False,3.0,"['Amazing Lobster Spaghetti!', 'Loved the cheese plate and the romantic atmosphere! Great for dates. Would definitely come back to try other menu items; large portion sizes.']","['19103', 39.95077944503111, -75.17090857028961]",$$$,,,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
70,4b28fc2cf964a520f79624e3,Zama,8.2,False,3.0,"['Service is slow and can sometimes be forgetful, so sit at the sushi bar for an expedited meal.', 'The calamari salad is a must!']","['19103', 39.95089666989317, -75.17215583442001]",$$$,Yes (incl. Discover & Visa),No,Yes,Lunch,Dinner,,,Full Bar,Cocktails,,Brunch,,,,,,,,,,,,,,,,,,,,,,
71,566acc9a38fa094e8ccca211,Urban Farmer,8.4,True,4.0,"['I think this is the best dessert in Philadelphia: chocolate peanut butter torte and butterscotch sundae.   👅👅👅', 'Honey buscuit to die for!!!!!']","['19103', 39.9569948680541, -75.16994825395014]",$$$$,,No,,Lunch,Dinner,,,Full Bar,Cocktails,,Brunch,,Breakfast,,,,,,,,,,,,,,,,,,,,
72,5d37b7cbbb874e00089f1542,JG SkyHigh,7.9,False,2.0,"['Great views', 'High end atmosphere. Nice for catching up']","['19103', 39.955001, -75.170112]",$$,,,,,Dinner,,,,Cocktails,,,,,,,,,,,,,,,,,,,,,,,,
73,5d3cf312e578bd00079617e8,Vernick Fish,7.9,True,3.0,"['Ordered many small things, didn’t have a main, everything was great. Waiter told us to skip the tartares so we did. The second ceviche and the sardine toast are standouts.']","['19103', 39.955296, -75.170268]",$$$,,,,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4acaa9d7f964a520c3c220e3,Old Nelson Food Company,7.4,True,1.0,"['Great spot to stop for basic coffee quickly. Also GREAT gourmet deli sandwiches.', 'Their deli foods are always fresh!!!']","['19103', 39.95212990211835, -75.17362024829075]",$,,No,,Lunch,,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
75,4f3711dce4b0f4cfde418e58,Machi Sushi,8.1,True,2.0,"['Friendly staff, affordable, open late. Very tasty. Fatty tuna and Walnut Role were both awesome.', 'Don\'t be crabby. Cheer up by ordering the tempura shrimp & crab salad ""Fantasy.""']","['19103', 39.94997897040319, -75.17384924645701]",$$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,53b1599f498e3f6a673be045,Matt & Marie's Logan Square,8.1,True,1.0,"['Grand opening today! Great place to go for delicious modern Italian sandwiches!', 'This place has a terrible business model.']","['19103', 39.955486797283335, -75.16935069111153]",$,Yes (incl. Discover & Visa),No,Free,Lunch,,,,,,No,,,Breakfast,,Yes,,,,,Yes,,BYO,,,Yes,,,,,,,,
77,410d8400f964a520bc0b1fe3,The Continental Mid-Town,8.1,False,2.0,"['The rooftop lounge is Mid-town’s pièce de résistance. Partially enclosed so that it’s servicable year-round, the deck area is one of the most popular nightspots in the Rittenhouse Square neighborhood.', 'The perfect spot to 1) drink martinis; and 2) drink enough martinis that you won’t be bothered by the fact that you’re drinking with the crowd that frequents the Continental.']","['19103', 39.951863038908336, -75.17046064138412]",$$,Yes (incl. American Express),Yes,,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,Yes,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
78,4f4538767b0c7631fb86e7cd,Tsuki Sushi,7.6,True,2.0,"[""Best tempura shrimp roll I've ever had."", 'You\'ll be dreaming about the white tuna/asparagus/ponzu-sauced ""Dream Girl"" for days until you come back for her again.']","['19103', 39.95096677234398, -75.17717775450005]",$$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,50eeec19e4b0e0a4d6b3ed5b,Mac Mart,8.1,False,1.0,"['Love this place! Really nice to customers. I love the creative menu too (especially the Return of the Mac and BBQ bowl!)', 'You can’t go wrong with any of the mac and cheese concoctions at this Philly food truck. Try the Heart Attack Mac, with caramelized onions, bacon and potato chip panko bread crumbs.']","['19103', 39.95151586077988, -75.17036446792518]",$,Yes,No,,Lunch,Dinner,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
80,4a8f3e66f964a520851420e3,Erawan Thai Cuisine,7.4,True,2.0,"['Generous portions of curry- love the Massaman curry-  and not too sweet like most Thai dishes.', 'food was delicious, generous portions, and unbeatable price for the lunch special. the service was also great and waiter super friendly!']","['19103', 39.95175967423992, -75.17835023927651]",$$,,No,,,,,,,,,,,,,Yes,,,,,,,BYO,,,,,,,,,,,
81,55ce74fd498ed9ad43c91550,Misconduct Tavern,7.6,True,2.0,"['Get the dry rub Chicken wings.', 'Good drink deals. Don’t get the sweet potato fries.']","['19103', 39.95419775900008, -75.16992476701814]",$$,,Yes,,,Dinner,Happy Hour,,Full Bar,Cocktails,No,Brunch,,,,,,,,,,,,,,,,,,,,,,
82,508189e1e4b06d3819bb4c9d,Sotto,7.5,False,2.0,"['Passed the fork test: you can cut the veal saltimbocca with a fork so it is tender enough', 'Great little BYOB just about under  the Walunt st. Bridge on 23rd st.  Food is fantastic.  Fresh, italian food, great service.']","['19103', 39.95140884611769, -75.17958365184448]",$$,,,,,,,,,,,,,,,,,,,,,,BYO,,,,,,,,,,,
83,5963c736f2905e202cc07f2a,Just Salad,7.7,True,1.0,"['Forager bowel was GREAT!', 'Their salad is fresh and good and the staff are always friendly. Buy a reusable bowl to get free toppings every time you stop in! Only one dollar.']","['19103', 39.95173321118201, -75.16986045965193]",$,,,,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4ac68b68f964a520fcb420e3,Caffe Casta Diva,7.5,False,3.0,"['Got both the artichoke and Caesar salads, amazing. The ricotta gnocchi was phenomenal as well. Such a cute byo with great food!', 'Excellent food for a valuable price! This place is also BYOB.']","['19103', 39.94969025065493, -75.17395924809335]",$$$,,,,,,,,,,,,,,,,,,,,,,BYO,,,,,,,,,,,
85,4b3bcdb1f964a5207e7b25e3,Locust Deli,7.4,False,1.0,"['You can pay with LevelUp here. Super fast, convenient, and you can earn cool rewards.', 'Everything is very fresh made daily & friendly employees']","['19103', 39.949833878267896, -75.17594444538844]",$,Yes (incl. American Express),No,,Lunch,Dinner,,,,,,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
86,4bcf21560adfb713c213af55,Magic Carpet Foods,7.4,False,1.0,"[""best food truck. I'm not a vegetarian and I would eat at this place 3-4 times per week for lunch."", ""Can't get enough of their veggie chili. Try it with hot sauce, balsamic, and tahini over salad for a healthy flavorful meal""]","['19104', 39.955512461376436, -75.18199179350881]",$,Yes,,,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5a591430dab4b1392345b189,Pret A Manger,7.1,False,1.0,"['Outstanding croissants', 'If you’re looking for something healthy and filling for breakfast, try the coconut power oatmeal! Don’t forget to grab the little pack of seeds for topping']","['19104', 39.95548803986048, -75.18213220640796]",$,,,,Lunch,Dinner,,,,,,Brunch,,Breakfast,,,,,,,,,,,,,,,,,,,,
88,57e1e300cd10b190edcdca6b,Scarpetta,6.9,False,2.0,"['Upscale inventive Italian food, great views to Rittenhouse square, wide selection of regular tables, booths, and outside dining area. Try their seasonal zucchini and squash herbed fettuccine.', 'Upscale inventive Italian food, great views to Rittenhouse square, wide selection of regular tables, booths, and outside dining area.']","['19103', 39.949842, -75.173404]",$$,,,,Lunch,Dinner,Happy Hour,,,,,,,,,,,,,,,,,,,,Bar Snacks,Tasting Menu,,,,,,
89,51ca12c4498e023ee736154a,Cinnabon,6.4,False,1.0,['Great iced coffee and sweets!'],"[nan, nan, nan]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,515c8455e4b03192daae6e26,Nathan's Famous,6.3,True,1.0,,"[nan, nan, nan]",$,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4b452c14f964a520f20626e3,Saladworks,6.3,True,1.0,"[""The turkey club salad ain't bad."", '42 veggies to choose from !']","['19104', 39.955404, -75.18236]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4fbe4985e4b038a9932cf62e,Beck's Cajun Cafe,6.3,False,2.0,"[""Be sure to they Chef Beck's signature sandwich, the Train Wreck. The version of Phillys cheesesteak. Or the Bread Pudding. Fantastic. Any of the food is good."", 'Hot wings!']","['19104', 39.95544178975986, -75.18215844362064]",$$,,Yes,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
93,4a85ad43f964a520e0fe1fe3,Taco Bell,6.2,False,1.0,"[""The taco made with the Dorito's shell is off tha' CHAIN!!!"", ""Try the Creamy Chicken Alfredo. It's tasty.""]","['19104', 39.955681, -75.181949]",$,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,59a6de5d5a2c912a88378875,Philly Pretzel Factory,6.2,False,1.0,,"['19104', 39.955795, -75.18218]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4d2de6c0d9d8a1436db5f4d7,Old Nelson Food Company,6.1,True,1.0,"['The chicken salad club is magnificent!', 'Skip the long lines at D&D and grab a quality sandwich breakfast or lunch, Coffee is great as well']","['19104', 39.95561540793795, -75.182090218273]",$,Yes,No,,Lunch,,,,,,No,,,Breakfast,,,,,,,,,,,,,,,,,,,,
96,4fe0d1c5e4b096aa581d7c11,Troy Meditterranean,,False,1.0,,"['19104', 39.951569088284764, -75.17854359904233]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4b2cfcadf964a520d8cb24e3,Dunkin',5.7,False,2.0,"['Yummy! Go get one.', ""They do honor the check in special at both locations in the station.. It used to be 5 check ins then changed to 3 and now it's 10 for a free medium coffee either iced or hot.""]","['19104', 39.9553158, -75.1820153]",$$,Yes (incl. American Express),No,Yes,,,,,,,,,,Breakfast,,,,,,,,,,,,,,,,,,,,
98,4fad7f01e4b0b0320d243e33,Han Dynasty,8.5,False,2.0,"['awesome Szechuan in university city. spice levels listed in red. 7 and above will leave your mouth fully numb. in a good way. get the Dan Dan noodles to start.', 'Get the dan dan noodles. Spicy but delicious.']","['19104', 39.95658634457237, -75.19707468846718]",$$,Yes (incl. Discover & Visa),Yes,Yes,Lunch,Dinner,Happy Hour,,Full Bar,Cocktails,Yes,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
99,4e777ad5b3ad783092db74df,Sabrina's Cafe @ Powelton,8.8,False,2.0,"['Stuffed challah french toast is unbelievable. Prepare for a food coma, but it is so worth it.', 'Apples and cheese omelet!!! Yum!']","['19104', 39.96005496515995, -75.19077979051083]",$$,Yes (incl. American Express),Yes,No,Lunch,,,,,,Yes,Brunch,,Breakfast,,,,,,,,,,,,,,,,,,,,
100,4b245cbff964a520856624e3,Koreana,8.2,True,1.0,"['Speedy service, great food (I highly suggest the jajangmyeon), and the owner is nice. :)', 'Asking the owner for suggestions is the way to go!']","['19104', 39.95564474723804, -75.19890982638127]",$,Yes (incl. American Express),No,,Lunch,Dinner,,,,,No,Brunch,,,,,,,,,,,,,,,,,,,,,,
101,531740af498e0b817696bbb1,Federal Donuts,8.6,False,2.0,"[""Try these finger-lickin' good fried chicken flavors: Pad Thai (lime, roasted chili, crushed peanuts) and Furikake (toasted sesame seeds, bonito flake, nori)."", ""There are two new fancy doughnut flavors for you to try at Federal Donuts' University City spot: Marshmallow Marshmallow and Chocolate Covered Strawberry – yum!""]","['19104', 39.95367121220996, -75.19312642390238]",$$,Yes,Yes,,,,,,,,No,,,Breakfast,,,,,,,,Live Music,,,,,,,,,,,,
102,551463a2498eb487802cca9f,Corner Bakery Cafe,7.5,True,1.0,"['Cutest bakery. Great sandwiches', 'Decent coffee and pastries.']","['19104', 39.956847, -75.19698]",$,,Yes,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
103,3fd66200f964a52009ee1ee3,Pod,8.2,False,3.0,"['The University City sushi restaurant offers a $25 all-you-can-eat sushi deal on Tuesday nights after 9 p.m. Reservations (and gluttony pants) are highly recommended.', 'One of the very best places to eat in Philly. Reserve your table beforehand and try to get seated in one of the Pods, where you can change the lighting and be separated from the rest of the crowd.']","['19104', 39.95397077351332, -75.19603698857105]",$$$,Yes (incl. American Express & MasterCard),No,Yes,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,,Beer,,,,,,,,,,,,,,,,,,,,,
104,586da1949343e030f2b48f32,Dim Sum House,8.2,True,1.0,"['The most admirable thing was how fast they served the food. We tried dumplings and dry pot with beef. Everything was good, nothing extraordinary though. Good value for a moderate buck.', 'I thought it was just ok. The soup dumplings were quite tasty, but everything else was a little boring.']","['19104', 39.95573081701866, -75.20180941375598]",$,Yes (incl. Discover & Visa),No,Free,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,Brunch,Beer,Breakfast,,,,,,Dessert,,,,,,,,,,,,,,
105,53695e18498e2860935523cf,"Ochatto Hand Drawn Noodles, Japanese Cuisine & Bubble Tea",7.9,False,2.0,"['You can ask for vegetable broth instead of beef broth!', 'Yummy sushi, decently priced lunch special!']","['19104', 39.95461083295415, -75.1950536713487]",$$,Yes (incl. Discover & Visa),No,,Lunch,Dinner,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
106,40b28c80f964a520f7f81ee3,White Dog Cafe,8.4,False,3.0,"['Pet owners can dine alfresco at the White Dog Café and score a bowl of water for their pooch.', 'Wonderful lunch!']","['19104', 39.95354810000001, -75.1929486]",$$$,Yes (incl. American Express & MasterCard),Yes,Yes,Lunch,Dinner,Happy Hour,,Full Bar,Cocktails,,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
107,57845003498e0942ee791146,Old Nelson food company,7.7,True,1.0,"[""Great international foods/snacks in the grocery area. La Colombe coffee and good deli meats on the other side. Try the Latte on tap -- I don't even like iced coffee but that stuff's amazing."", 'Made to order sandwiches, salads, and paninis plus a decent grocery selection. I love the No. 9 panini - pesto, roasted red peppers, and mozzarella.']","['19104', 39.95763409139635, -75.19189091062364]",$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5132abf0e4b09cc3655a5742,Quality Taste Jamaican Restaurant,8.4,False,2.0,"['Every time I come back to Philly I end up getting a platter here. Brotha always hook it up', 'Never had a bad item. Quality service, quality taste!!! Never disappointed']","['19104', 39.96313, -75.20269499999999]",$$,,No,,Lunch,Dinner,,,,,,,,Breakfast,,,,,,,,,,Street,,,,,Take-out,,,,,
109,4ab574edf964a520bd7420e3,Ed's Buffalo Wings & Pizza,7.4,True,1.0,"[""Tim and john's with or without chicken is a great way to clog your arteries"", 'Get the vegan pizza!']","['19104', 39.95813879976856, -75.19309700756295]",$,Yes,No,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
110,563d1d86cd1073c835e636a9,honeygrow,8.0,True,2.0,"['Nice and healthy. Order your food from computer.', 'The salads are the bomb, as is the stir fry. All fresh, all tasty.']","['19104', 39.95373180712753, -75.19781961532686]",$$,Yes (incl. Discover & Visa),No,No,Lunch,Dinner,,,,,No,Brunch,,,,,,,,Dessert,,,,,,,,,,,,,,
111,4ab7da2df964a520247b20e3,Kim's Oriental Food,7.7,False,1.0,"[""If you're in a hurry, Oriental Beef and Ginger Chicken are pre-made as they are both slow cooked meats. They usually take no more than 30 seconds to serve. Quick but still delicious."", 'Famous for its ma po tofu (can get it with or without meat) and sesame chicken...but everything on their menu is nom worthy! Such quick service too! 5-star food truck for sure.']","['19104', 39.95452797791021, -75.19739090207598]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,58b8626a158b962d98b09fdd,Beiler's Doughnuts,7.8,False,1.0,"['Apple fritter!!! Best donut flavor ever. Chocolate mousse is great too, tastes like Swiss (light) chocolate. Mocha = too much coffee, not enough chocolate', 'The Nutella creme was delicious. Can’t go wrong here.']","['19104', 39.95491016165859, -75.2001101192302]",$,Yes (incl. Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4a7b2ec4f964a52038ea1fe3,New Delhi Indian Restaurant,8.0,True,2.0,"['SERVING PHILADELPHIA FOR OVER 20 YEARS!', 'Chicken Vindaloo is a hot spicy dish that is a fan favorite.']","['19104', 39.95560933117067, -75.20249279326167]",$$,Yes (incl. American Express),Yes,,Lunch,Dinner,,,,Cocktails,No,Brunch,,,,,,,,,,,,,,,,,,,,,,
114,5b8c666a66f3cd002cf36064,Terakawa Ramen,8.1,True,,"['Delicious Ramen. Great flavors.', 'The ramen and rice choices are just out of this world. Great value too. The service is quite fast even on busy hours.']","['19104', 39.95459245862842, -75.2023977012991]",,,,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
115,4b09e120f964a520161f23e3,Pattaya Grill,7.9,True,2.0,"['They Deliver!', 'It looks vacant when you walk in, but they seat everyone in the back!']","['19104', 39.95557570953514, -75.20261566915768]",$$,Yes (incl. American Express),No,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
116,4c34e6713ffc9521280691f5,New Style Pizzeria,8.1,True,1.0,"['Just stumbled on this pizza place and was pleasantly surprised. Fresh Ingredients = Amazing Pizza', ""Grecian panini is to die for, and their pizza is always top notch, best crust in west Philly that I've had.""]","['19104', 39.9557744404524, -75.20360863342873]",$,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
117,532243e0498e2b22a7fc8dca,Zavino,8.5,False,2.0,"[""Daisy's lemonade is the best cocktail of them all. You won't regret it."", 'Margherita Pizza fresh out the oven!']","['19104', 39.95393, -75.188965]",$$,Yes,Yes,,,,,Wine,,Cocktails,No,,,,,,,,,,,,,,,,,,,,,,,
118,5b3eabbc04d1ae002c8a5fbf,Louie Louie,7.8,True,2.0,"[""Bistro with a French flair & 70's vibe at The Inn at Penn in University City. Super happy hour and fancy cocktails from the folks who bring you White Dog Café."", 'Oysters Rockefeller were delicious.   Sorry I didn’t take the picture before... but I was too busy eating them!  Great spot for a drink and the hotel upstairs is perfect.']","['19104', 39.953459, -75.196005]",$$,Yes,Yes,,Lunch,Dinner,,,,Cocktails,Yes,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,
119,4bd1db689854d13a4660fa4d,City Tap House,7.9,False,2.0,"[""This place's got more taps than the NSA. 60 of them, to be exact."", ""The gigantic University City gastropub has a whopping 60 beers on tap. But don't forget the food! It's beyond regular bar fare.""]","['19104', 39.954070067364455, -75.20119792859015]",$$,Yes (incl. Discover & Visa),Yes,No,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,,Beer,,,,,,,,,Live Music,,,,,,,,,,,,
120,5259b86b11d2c92f2bf5ad7c,HipCityVeg,8.2,False,2.0,"['Loud, but delicious. I love the HipCity Ranch ""Chicken"" sandwich. We eat outside across the street.', 'Sweet potato fries are divine, Groothies >>>>> any other smoothies on campus, and the rest of their food is the bomb.']","['19104', 39.95354777130988, -75.2026360924769]",$$,Yes,No,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
121,5b71feabfdb9a7002ce4f722,&pizza,7.9,False,1.0,,"['19104', 39.9541463, -75.2014479]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4bb61dd42f70c9b6eae48430,MexiCali Truck,7.8,False,1.0,"['Loved the chicken and chorizo burrito!', 'Jarritos were only $1 here until this week. $1.25 is still pretty unbeatable. Any burrito here is delicious, with whatever meat suits your needs. Standard food truck prices too. Get Jarritos.']","[nan, nan, nan]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4d516cbd9d49370469b6cc39,sweetgreen,7.8,True,2.0,"[""I'd rather have a vomlet, thanks."", 'seating in here kinda blows, but fortunately there are always plenty of hot chicks to share a table with.']","['19104', 39.9540571, -75.201033]",$$,Yes (incl. Discover & Visa),Yes,,Lunch,Dinner,,,,,No,Brunch,,,,,,,,,,,,,,,,,,,,,,
124,4a7f2346f964a520f6f21fe3,Abner's Cheesesteaks,7.4,True,1.0,"['Someone may have been murdered in the bathroom', ""I love that they didn't balk when I ordered a cheesesteak with out the cheese!  Great sandwich and fun atmosphere.""]","['19104', 39.955247138375995, -75.19877517892708]",$,,No,,,,,,,,No,,,,,Yes,,,,,No,,,Street,,,,,,,,,,
125,49c84a34f964a5200d581fe3,Distrito,7.6,True,3.0,"[""For authentic Mexican cuisine try Distrito, Jose Garces's restaurant serving Traditional Guacamole, Carnitas Tacos and Ceviche."", 'Ask for waiter Javais - infectious laugh and incredible service.']","['19104', 39.95576817111351, -75.20208893353745]",$$$,Yes (incl. Discover & Visa),No,No,Lunch,Dinner,Happy Hour,,Full Bar,Cocktails,,Brunch,,Breakfast,,,,,,,,,,,,,,,,,,,,
126,5aae8fdcdee770732ce8972a,Goldie,7.9,False,2.0,"['If you like spice, get the schug falafel sandwich. It’s super flavorful and not overwhelmingly spicy. The seasoned fries are also great, and the banana shake is AWESOME and comes with cookies on top.']","['19104', 39.95295591874744, -75.1926238698495]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4aab4f71f964a520625920e3,Hummus Grill,7.8,True,1.0,"['A worm just crawled out of my friends olive. No thank you', 'Use your PennEats card and get 10% off every time!']","['19104', 39.954203248682504, -75.20231464937085]",$,Yes (incl. American Express),Yes,,Lunch,Dinner,,,,,No,Brunch,,,,,,,,,,,,,,,,,,,,,,
128,50748efee4b04f7121d67d3a,Kami,7.3,False,1.0,"[""Amazing! Definitely get the Ka'Chi sauce on your rice bowl!"", ""The cheesesteaks are great, but order 2; it's smaller than you think.""]","['19104', 39.95594359719732, -75.19314518521438]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4c47228b0f5aa59333de7c76,New York Gyro,7.7,False,1.0,"['Fantastic and friendly service. This food truck is definitely worth the wait.', 'Chicken/lamb platter + white sauce = pure heaven!!!']","['19104', 39.95540950837352, -75.18922990522898]",$,No,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
130,5859d7ef44587f264fe2f428,Ochatto Hotpot,7.2,False,,['Dry pot entrees'],"[nan, nan, nan]",$,No,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
131,50ddee90e4b0158094321235,Dana Mandi,8.1,True,2.0,"[""Holy moly! Delicious food, great prices, friendly service at this hidden hole in the wall. Don't tell too many friends or it will get too crowded..."", 'Used to be Rice N Spice. Still solid for cheap takeout. Surprisingly good naan.']","['19104', 39.956261241817984, -75.20685186740161]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4f7c889ae4b04f03386c997f,Baby Blues BBQ Philly,7.6,True,2.0,"['Delicious!!! Everything was good, especially the ribs and pulled pork. And they have kool-aid!!', 'Not worth all the hype. Ribs were overcooked, mashed potatoes were bland and cold. Service is mediocre. Overpriced for crappy food.']","['19104', 39.95352125096111, -75.19247766166886]",$$,Yes (incl. Discover & Visa),Yes,,,,Happy Hour,,Full Bar,Cocktails,Yes,,Beer,,,,,,,,,,,,,,,,,,,,,
133,57332929498e28db343a07e6,Dunkin',7.0,True,1.0,,"['19104', 39.95669226689793, -75.19426681611321]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4df9f89aaeb785aedbf0365d,Happy Sunshine Food Truck,7.4,False,1.0,"['Grilled cheese and tomatoes are THE best thing around', 'Iced coffee here is actually damn good and very reasonably priced']","['19104', 39.95760627528473, -75.18936668522073]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4b47d0f3f964a5200d4026e3,Mizu Sushi,7.4,False,2.0,"[""The summer roll is a must. (It's wrapped in cucumber)"", 'This is a SK base store actually. After few times visit, I found so. However, the sushi here still way better than what you can eat in marks cafe in Van pelt library, especially during the summertime']","['19104', 39.95531071957044, -75.20237150375833]",$$,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
136,4aa05ad1f964a5204a3f20e3,Sitar India Restaurant,7.1,True,2.0,"['they have loyalty cards now - so after you buy 10 buffets then you get one free. ask for one when you pay!', 'Really good buffet. Saag paneer is my fav. To order items are even better. I get take-out all the time. For the lunch buffet, pay with cash, you get a discount.']","['19104', 39.95531864138066, -75.19850189776636]",$$,Yes (incl. American Express),No,,Lunch,Dinner,,,,Cocktails,Yes,Brunch,,,,,,,,,,,BYO,,,,,,,,,,,
137,4b16ad18f964a520dfbb23e3,Magic Carpet Foods,7.5,False,1.0,"['The Bella Donna is perhaps the customer favorite, and is quite tasty.', 'They take credit cards. That is all.']","['19104', 39.95300461875949, -75.19217064870118]",$,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,4b6aff9ef964a5208deb2be3,Drexel Lunch Truck Alley,8.1,False,1.0,"['Get the Falaffal wrap from the second to last truck', 'Truck with big yellow signs has the best salads!']","['19104', 39.94973867090046, -75.1930596997983]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5825fb2ec0c33e638b49a2d3,Jimmy John's,6.9,False,1.0,,"['19104', 39.956631, -75.19449]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,4abac504f964a520d98220e3,Paris La Petite Crêperie,7.8,False,2.0,"['Mon: 15% off Penn staff & faculty ID; Tue: $1 off meatball ; Wed: 15% off hospital staff ID; Thur: $1 off gyro; Fri: 15% off hospital staff ID; Sat: $1 off cheesesteak; Sun: $1 off buffalo chicken', 'Huge crepes! Expensive but worth the money. The feta and veggies was delicious, though the veggies were a little undercooked.']","['19104', 39.95080100138534, -75.19356924030676]",$$,Yes (incl. Discover & Visa),,,Lunch,Dinner,,,,,No,Brunch,,,,,,,,,,,,,,,,,,,,,,
141,4f510bdde4b0c5e188c3c89b,"Spot Gourmet Burgers, Steaks, & Pork",7.3,False,1.0,"['Burgers come with unlimited toppings- Five Guys style!', ""Get the chicken pot pie empanadas. Don't get the pork sandwich.""]","['19104', 39.95758715969967, -75.1889277755414]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,4b4778bdf964a520233326e3,La Dominique Creperie,7.3,True,,"['Has a wide range of crepes. Loved all the ones I tried!', 'Check out La Dominique Creperie as seen on Eat Street']","['19104', 39.95563570602682, -75.18999359198648]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,524e507e0493abf112274bfe,Wishbone Craft Fried Chicken,7.5,False,1.0,"['LOVED this. We could not stop talking about how good the food was while we were eating... Just delicious, a must try. I will be back.', 'Ask for the secret sauce ;)']","['19104', 39.95427824058515, -75.20425232425984]",$,Yes (incl. Discover & Visa),Yes,Free,Lunch,Dinner,,,,,No,Brunch,,Breakfast,,,,,,Dessert,,,,,,,,,,,,,,
144,4ee244c66da1a1efee5b8b25,Delicias,7.4,False,1.0,"['Try the choripa!', 'Great selection of latin street food.']","['19104', 39.95485128487141, -75.18950346509291]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,59de3f775c68382cec4d8c4d,Pret A Manger,7.3,False,1.0,,"['19104', 39.95247239810673, -75.19815739839598]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,4adefc1ef964a520fb7621e3,Happy Star,7.2,False,1.0,"['Grilled chicken salad is delicious', 'Their number is 215-760-8819.']","['19104', 39.95641619621082, -75.18961174907362]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
